Incident ID,Year,Publishing Agency Name,Publishing Agency Unit,Agency Type Name,State Abbreviation,State Name,Division Name,Region Name,Incident Date,Offender Race,Offender Ethnicity,Victim Count,Offense Name,Total Individual Victims,Location Name,Bias Description,Victim Types,Multiple Offense,Multiple Bias
4501,1991,Seattle,,City,WA,Washington,Pacific,West,1991-01-11,Black or African American,Not Specified,2,Intimidation,2,Convenience Store,Anti-Asian,Individual,S,S
832,1991,St. Paul,,City,MN,Minnesota,West North Central,Midwest,1991-01-13,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Government,S,S
276,1991,Moscow,,City,ID,Idaho,Mountain,West,1991-01-14,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3525,1991,East Orange,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-01-20,Black or African American,Not Specified,1,Intimidation,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
3716,1991,Lincoln Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-01-21,Black or African American,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
4477,1991,Bensalem Township,,City,PA,Pennsylvania,Middle Atlantic,Northeast,1991-01-23,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Other/Unknown,Anti-Asian,Individual,S,S
4293,1991,Portland,,City,OR,Oregon,Pacific,West,1991-01-23,White,Not Specified,6,Aggravated Assault;Burglary/Breaking & Entering,3,Residence/Home,Anti-Asian,Individual,M,S
3372,1991,West New York,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-01-26,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Convenience Store,Anti-Asian,Business,S,S
3214,1991,Prince George's County Police Department,,County,MD,Maryland,South Atlantic,South,1991-01-27,White,Not Specified,3,Destruction/Damage/Vandalism of Property;Intimidation,2,Residence/Home,Anti-Asian,Individual,M,S
53,1991,Denver,,City,CO,Colorado,Mountain,West,1991-02-01,Unknown,Not Specified,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
3151,1991,Charles,,County,MD,Maryland,South Atlantic,South,1991-02-02,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Service/Gas Station,Anti-Asian,Business,S,S
3667,1991,Edison Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-02-03,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
4306,1991,Portland,,City,OR,Oregon,Pacific,West,1991-02-03,Black or African American,Not Specified,1,Rape,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
3578,1991,St. Cloud,,City,MN,Minnesota,West North Central,Midwest,1991-02-08,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
3232,1991,Springfield,,City,MA,Massachusetts,New England,Northeast,1991-02-09,White,Not Specified,2,Aggravated Assault,2,Other/Unknown,Anti-Asian,Individual,S,S
2956,1991,Denison,,City,IA,Iowa,West North Central,Midwest,1991-02-10,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
4255,1991,Multnomah,,County,OR,Oregon,Pacific,West,1991-02-23,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
967,1991,Springfield,,City,MO,Missouri,West North Central,Midwest,1991-02-28,White,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
3741,1991,Wharton,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-03-05,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Society/Public,S,S
1420,1991,Hillsborough Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-03-07,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3076,1991,Minneapolis,,City,MN,Minnesota,West North Central,Midwest,1991-03-13,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
2722,1991,Menomonie,,City,WI,Wisconsin,East North Central,Midwest,1991-03-14,White,Not Specified,3,Intimidation,3,Bar/Nightclub,Anti-Asian,Individual,S,S
739,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-03-15,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
3284,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-03-18,Black or African American,Not Specified,2,Aggravated Assault,2,Other/Unknown,Anti-Asian,Individual,S,S
3672,1991,Old Bridge Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-03-19,White,Not Specified,2,Simple Assault,2,School/College,Anti-Asian,Individual,S,S
1421,1991,Hillsborough Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-03-21,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3663,1991,Edison Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-03-21,Unknown,Not Specified,1,Burglary/Breaking & Entering,0,Residence/Home,Anti-Asian,Society/Public,S,S
1229,1991,Edison Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-03-22,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Society/Public,S,S
3074,1991,Minneapolis,,City,MN,Minnesota,West North Central,Midwest,1991-03-23,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Society/Public,S,S
229,1991,Atlanta,,City,GA,Georgia,South Atlantic,South,1991-03-24,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property;Intimidation,1,Convenience Store,Anti-Asian,Business;Individual,M,S
3823,1991,Roselle Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-03-27,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
1191,1991,Secaucus,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-03-29,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Society/Public,S,S
2064,1991,Tulsa,,City,OK,Oklahoma,West South Central,South,1991-03-31,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
2157,1991,Linn,,County,OR,Oregon,Pacific,West,1991-04-01,White,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
2994,1991,Baltimore,,City,MD,Maryland,South Atlantic,South,1991-04-02,Black or African American,Not Specified,1,Intimidation,1,Liquor Store,Anti-Asian,Individual,S,S
3580,1991,St. Louis,,City,MO,Missouri,West North Central,Midwest,1991-04-05,Black or African American,Not Specified,2,Destruction/Damage/Vandalism of Property;Intimidation,1,Residence/Home,Anti-Asian,Individual,M,S
2322,1991,Philadelphia,,City,PA,Pennsylvania,Middle Atlantic,Northeast,1991-04-05,Black or African American,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
1324,1991,Denville Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-04-07,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
3285,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-04-08,White,Not Specified,2,Intimidation;Robbery,1,Other/Unknown,Anti-Asian,Individual,M,S
825,1991,Maplewood,,City,MN,Minnesota,West North Central,Midwest,1991-04-10,Multiple,Not Specified,1,Simple Assault,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
3468,1991,North Hanover Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-04-10,Black or African American,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
4321,1991,Portland,,City,OR,Oregon,Pacific,West,1991-04-10,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
4393,1991,Philadelphia,,City,PA,Pennsylvania,Middle Atlantic,Northeast,1991-04-13,White,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
1483,1991,Westfield,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-04-14,Unknown,Not Specified,1,Intimidation,1,Convenience Store,Anti-Asian,Individual,S,S
3353,1991,East Newark,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-04-17,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
2912,1991,Chicago,,City,IL,Illinois,East North Central,Midwest,1991-04-19,Black or African American,Not Specified,1,Simple Assault,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
699,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-04-19,White,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
3286,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-04-19,Unknown,Not Specified,2,Intimidation;Robbery,1,Other/Unknown,Anti-Asian,Individual,M,S
4315,1991,Portland,,City,OR,Oregon,Pacific,West,1991-04-19,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
468,1991,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,1991-04-20,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3294,1991,St. Louis,,City,MO,Missouri,West North Central,Midwest,1991-04-24,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1031,1991,Northfield,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-04-25,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
2222,1991,Portland,,City,OR,Oregon,Pacific,West,1991-04-25,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Restaurant,Anti-Asian,Business,S,S
395,1991,Davenport,,City,IA,Iowa,West North Central,Midwest,1991-04-27,Unknown,Not Specified,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
741,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-04-27,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
3045,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-04-28,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property;Robbery,0,Other/Unknown,Anti-Asian,Other,M,S
3559,1991,St. Paul,,City,MN,Minnesota,West North Central,Midwest,1991-05-01,Black or African American,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
3046,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-05-02,Unknown,Not Specified,1,Not Specified,0,Other/Unknown,Anti-Asian,Other,S,S
562,1991,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,1991-05-02,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
4327,1991,Portland,,City,OR,Oregon,Pacific,West,1991-05-04,White,Not Specified,2,Destruction/Damage/Vandalism of Property,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
849,1991,St. Paul,,City,MN,Minnesota,West North Central,Midwest,1991-05-09,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Parking/Drop Lot/Garage,Anti-Asian,Society/Public,S,S
1286,1991,South Brunswick Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-05-10,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
1485,1991,Westfield,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-05-10,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
1270,1991,Keansburg,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-05-11,Unknown,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
946,1991,Springfield,,City,MO,Missouri,West North Central,Midwest,1991-05-12,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
4448,1991,Pittsburgh,,City,PA,Pennsylvania,Middle Atlantic,Northeast,1991-05-12,White,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
4325,1991,Portland,,City,OR,Oregon,Pacific,West,1991-05-13,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
3056,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-05-15,Black or African American,Not Specified,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
2520,1991,Dallas,,City,TX,Texas,West South Central,South,1991-05-17,White,Not Specified,1,Aggravated Assault,1,School/College,Anti-Asian,Individual,S,S
3573,1991,Duluth,,City,MN,Minnesota,West North Central,Midwest,1991-05-18,Unknown,Not Specified,3,Destruction/Damage/Vandalism of Property;Intimidation,2,Residence/Home,Anti-Asian,Individual;Society/Public,M,S
3545,1991,St. Paul,,City,MN,Minnesota,West North Central,Midwest,1991-05-24,Black or African American,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
3666,1991,Edison Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-05-27,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
2921,1991,Chicago,,City,IL,Illinois,East North Central,Midwest,1991-05-29,Black or African American,Not Specified,1,Simple Assault,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
1287,1991,South Brunswick Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-06-01,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
4370,1991,Washington,,County,OR,Oregon,Pacific,West,1991-06-01,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
3047,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-06-04,White,Not Specified,2,Intimidation;Robbery,1,Other/Unknown,Anti-Asian,Individual;Other,M,S
1142,1991,Cedar Grove Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-06-06,White,Not Specified,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
3450,1991,Burlington City,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-06-06,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Other/Unknown,Anti-Asian,Individual,S,S
2149,1991,Eugene,,City,OR,Oregon,Pacific,West,1991-06-06,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
715,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-06-07,White,Not Specified,3,Simple Assault,3,Other/Unknown,Anti-Asian,Individual,S,S
2755,1991,Oshkosh,,City,WI,Wisconsin,East North Central,Midwest,1991-06-08,White,Not Specified,2,Destruction/Damage/Vandalism of Property,2,Residence/Home,Anti-Asian,Individual,S,S
2528,1991,Dallas,,City,TX,Texas,West South Central,South,1991-06-09,White,Not Specified,2,Aggravated Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
1152,1991,Nutley Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-06-10,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
272,1991,Idaho Falls,,City,ID,Idaho,Mountain,West,1991-06-10,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
2280,1991,Philadelphia,,City,PA,Pennsylvania,Middle Atlantic,Northeast,1991-06-12,Black or African American,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
194,1991,Washington,,City,DC,District of Columbia,South Atlantic,South,1991-06-12,Black or African American,Not Specified,1,Intimidation,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
2488,1991,Dallas,,City,TX,Texas,West South Central,South,1991-06-12,Unknown,Not Specified,1,Burglary/Breaking & Entering,1,Residence/Home,Anti-Asian,Individual,S,S
716,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-06-13,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
60,1991,Denver,,City,CO,Colorado,Mountain,West,1991-06-13,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3054,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-06-15,White,Not Specified,1,Robbery,1,Other/Unknown,Anti-Asian,Individual,S,S
571,1991,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,1991-06-16,Black or African American,Not Specified,2,Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
2276,1991,Philadelphia,,City,PA,Pennsylvania,Middle Atlantic,Northeast,1991-06-17,Black or African American,Not Specified,2,Aggravated Assault;Destruction/Damage/Vandalism of Property,1,Other/Unknown,Anti-Asian,Individual,M,S
1183,1991,Jersey City,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-06-20,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
2853,1991,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,1991-06-23,White,Not Specified,1,Aggravated Assault,1,Residence/Home,Anti-Asian,Individual,S,S
3736,1991,Parsippany-Troy Hills Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-06-25,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
95,1991,Chatfield State Park,,Other State Agency,CO,Colorado,Mountain,West,1991-06-29,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Other/Unknown,Anti-Asian,Individual,S,S
3315,1991,St. Louis,,City,MO,Missouri,West North Central,Midwest,1991-07-02,Black or African American,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
719,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-07-03,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
1413,1991,Bridgewater Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-07-03,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
4403,1991,Philadelphia,,City,PA,Pennsylvania,Middle Atlantic,Northeast,1991-07-04,White,Not Specified,2,Destruction/Damage/Vandalism of Property;Intimidation,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,M,S
659,1991,Springfield,,City,MA,Massachusetts,New England,Northeast,1991-07-05,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
2854,1991,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,1991-07-05,White,Not Specified,1,Intimidation,1,Convenience Store,Anti-Asian,Individual,S,S
4367,1991,Washington,,County,OR,Oregon,Pacific,West,1991-07-05,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
835,1991,St. Paul,,City,MN,Minnesota,West North Central,Midwest,1991-07-07,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property;Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual;Society/Public,M,S
1388,1991,Seaside Heights,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-07-07,Unknown,Not Specified,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
3734,1991,Parsippany-Troy Hills Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-07-11,White,Not Specified,3,Intimidation,3,School/College,Anti-Asian,Individual,S,S
4263,1991,Portland,,City,OR,Oregon,Pacific,West,1991-07-11,Black or African American,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
833,1991,St. Paul,,City,MN,Minnesota,West North Central,Midwest,1991-07-14,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
747,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-07-14,White,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
1456,1991,North Plainfield,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-07-14,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Other,S,S
3319,1991,St. Louis,,City,MO,Missouri,West North Central,Midwest,1991-07-17,Black or African American,Not Specified,1,Simple Assault,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
2302,1991,Philadelphia,,City,PA,Pennsylvania,Middle Atlantic,Northeast,1991-07-19,White,Not Specified,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
767,1991,Brooklyn Park,,City,MN,Minnesota,West North Central,Midwest,1991-07-20,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
834,1991,St. Paul,,City,MN,Minnesota,West North Central,Midwest,1991-07-20,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property;Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual;Society/Public,M,S
3252,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-07-23,Black or African American,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
2596,1991,Seattle,,City,WA,Washington,Pacific,West,1991-07-23,Unknown,Not Specified,1,Burglary/Breaking & Entering,0,Restaurant,Anti-Asian,Business,S,S
3445,1991,Teaneck Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-07-27,Black or African American,Not Specified,1,Intimidation,1,Restaurant,Anti-Asian,Individual,S,S
860,1991,St. Paul,,City,MN,Minnesota,West North Central,Midwest,1991-07-28,Black or African American,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
2047,1991,Hamilton,,County,OH,Ohio,East North Central,Midwest,1991-07-28,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1434,1991,Hopatcong,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-07-28,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1017,1991,Emerson,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-07-29,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
3524,1991,East Orange,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-01,Unknown,Not Specified,1,Intimidation,1,Convenience Store,Anti-Asian,Individual,S,S
77,1991,Aurora,,City,CO,Colorado,Mountain,West,1991-08-01,White,Not Specified,1,Aggravated Assault,1,Residence/Home,Anti-Asian,Individual,S,S
3688,1991,Aberdeen Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-02,Unknown,Not Specified,1,Arson,1,Residence/Home,Anti-Asian,Individual,S,S
658,1991,Springfield,,City,MA,Massachusetts,New England,Northeast,1991-08-03,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
1221,1991,Trenton,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-03,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Business,S,S
3370,1991,Union City,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-04,Unknown,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
4438,1991,Philadelphia,,City,PA,Pennsylvania,Middle Atlantic,Northeast,1991-08-05,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
1327,1991,Dover,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-06,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1197,1991,High Bridge,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-07,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3358,1991,Jersey City,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-07,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
2319,1991,Philadelphia,,City,PA,Pennsylvania,Middle Atlantic,Northeast,1991-08-08,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
3583,1991,Union Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-10,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
1235,1991,Old Bridge Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-11,White,Not Specified,2,Aggravated Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
1400,1991,Paterson,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-11,Black or African American,Not Specified,1,Robbery,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
2263,1991,Washington,,County,OR,Oregon,Pacific,West,1991-08-11,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
4490,1991,Seattle,,City,WA,Washington,Pacific,West,1991-08-12,Black or African American,Not Specified,1,Simple Assault,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
1305,1991,Marlboro Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-14,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
3181,1991,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,1991-08-14,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Service/Gas Station,Anti-Asian,Business,S,S
3281,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-08-16,White,Not Specified,3,Simple Assault,3,Other/Unknown,Anti-Asian,Individual,S,S
1190,1991,North Bergen Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-16,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3366,1991,North Bergen Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,1991-08-16,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
4398,1991,Philadelphia,,City,PA,Pennsylvania,Middle Atlantic,Northeast,1991-08-16,White,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
51,1991,Garden Grove,,City,CA,California,Pacific,West,1991-08-16,White,Not Specified,2,Aggravated Assault,2,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
2708,1991,Spokane,,City,WA,Washington,Pacific,West,1991-08-17,Multiple,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
3029,1991,Denver,,City,CO,Colorado,Mountain,West,1991-08-18,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
684,1991,Boston,,City,MA,Massachusetts,New England,Northeast,1991-08-23,White,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
66,1991,Denver,,City,CO,Colorado,Mountain,West,1991-08-23,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
