Incident ID,Year,Publishing Agency Name,Publishing Agency Unit,Agency Type Name,State Abbreviation,State Name,Division Name,Region Name,Incident Date,Offender Race,Offender Ethnicity,Victim Count,Offense Name,Total Individual Victims,Location Name,Bias Description,Victim Types,Multiple Offense,Multiple Bias
88050,2002,Baldwin Park,,City,CA,California,Pacific,West,2002-08-18,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Other/Unknown,Anti-Asian,Individual,S,S
88397,2002,Pierce,,County,WA,Washington,Pacific,West,2002-08-18,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual;Religious Organization,S,S
90427,2002,New Haven,,City,CT,Connecticut,New England,Northeast,2002-08-20,Black or African American,Not Specified,1,Simple Assault,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
85906,2002,Las Vegas Metropolitan Police Department,,City,NV,Nevada,Mountain,West,2002-08-26,White,Not Specified,1,Simple Assault,1,Service/Gas Station,Anti-Asian,Individual,S,S
83542,2002,Phoenix,,City,AZ,Arizona,Mountain,West,2002-08-27,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
86618,2002,State University of New York Police:,Geneseo,University or College,NY,New York,Middle Atlantic,Northeast,2002-08-29,Unknown,Not Specified,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
84291,2002,San Francisco,,City,CA,California,Pacific,West,2002-08-30,Multiple,Not Specified,2,Simple Assault,2,Grocery/Supermarket,Anti-Asian,Individual,S,S
88131,2002,Long Beach,,City,CA,California,Pacific,West,2002-08-30,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Specialty Store,Anti-Asian,Individual,S,S
85315,2002,Billerica,,City,MA,Massachusetts,New England,Northeast,2002-09-03,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Individual,S,S
89804,2002,Eagan,,City,MN,Minnesota,West North Central,Midwest,2002-09-04,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
90681,2002,Los Altos Hills,,City,CA,California,Pacific,West,2002-09-05,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
84579,2002,Wallingford,,City,CT,Connecticut,New England,Northeast,2002-09-07,White,Not Specified,1,Intimidation,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
87556,2002,Virginia Beach,,City,VA,Virginia,South Atlantic,South,2002-09-07,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
87557,2002,Virginia Beach,,City,VA,Virginia,South Atlantic,South,2002-09-07,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
87577,2002,Virginia Beach,,City,VA,Virginia,South Atlantic,South,2002-09-07,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
87578,2002,Virginia Beach,,City,VA,Virginia,South Atlantic,South,2002-09-07,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
86229,2002,Wayne Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,2002-09-09,Unknown,Not Specified,1,Robbery,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
88135,2002,Long Beach,,City,CA,California,Pacific,West,2002-09-09,Black or African American,Not Specified,1,Aggravated Assault,1,School/College,Anti-Asian,Individual,S,S
83711,2002,Baldwin Park,,City,CA,California,Pacific,West,2002-09-11,White,Not Specified,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
90045,2002,Pittsburgh,,City,PA,Pennsylvania,Middle Atlantic,Northeast,2002-09-12,Unknown,Not Specified,1,Intimidation,1,Restaurant,Anti-Asian,Individual,S,S
84163,2002,Chino Hills,,City,CA,California,Pacific,West,2002-09-12,Unknown,Not Specified,1,Intimidation,1,Commercial/Office Building,Anti-Asian,Individual,S,S
83991,2002,San Gabriel,,City,CA,California,Pacific,West,2002-09-13,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Drug Store/Doctor's Office/Hospital,Anti-Asian,Individual,S,S
90348,2002,San Gabriel,,City,CA,California,Pacific,West,2002-09-13,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Drug Store/Doctor's Office/Hospital,Anti-Asian,Individual,S,S
90349,2002,San Gabriel,,City,CA,California,Pacific,West,2002-09-13,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Drug Store/Doctor's Office/Hospital,Anti-Asian,Individual,S,S
87860,2002,Alameda,,City,CA,California,Pacific,West,2002-09-17,Unknown,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
90044,2002,New York,,City,NY,New York,Middle Atlantic,Northeast,2002-09-18,Black or African American,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
90277,2002,Fort Collins,,City,CO,Colorado,Mountain,West,2002-09-18,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,School/College,Anti-Asian,Society/Public,S,S
85141,2002,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,South,2002-09-19,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Service/Gas Station,Anti-Asian,Individual,S,S
86906,2002,Tulsa Community College,,University or College,OK,Oklahoma,West South Central,South,2002-09-20,White,Not Specified,1,Aggravated Assault,1,School/College,Anti-Asian,Individual,S,S
83546,2002,Phoenix,,City,AZ,Arizona,Mountain,West,2002-09-21,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
90397,2002,San Francisco,,City,CA,California,Pacific,West,2002-09-25,Black or African American,Not Specified,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
88551,2002,Vidor,,City,TX,Texas,West South Central,South,2002-09-26,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Restaurant,Anti-Asian,Business,S,S
88561,2002,Arlington,,City,TX,Texas,West South Central,South,2002-09-26,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property;Motor Vehicle Theft,1,Residence/Home,Anti-Asian,Individual,M,S
89723,2002,Garden City,,City,MI,Michigan,East North Central,Midwest,2002-09-27,White,Not Specified,4,Simple Assault,0,Bar/Nightclub,Anti-Asian,Individual,S,S
85342,2002,Waltham,,City,MA,Massachusetts,New England,Northeast,2002-09-29,Black or African American,Not Specified,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
89335,2002,Springfield,,City,MA,Massachusetts,New England,Northeast,2002-09-30,Unknown,Not Specified,4,Aggravated Assault;Simple Assault,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,M,S
87941,2002,Los Angeles,,City,CA,California,Pacific,West,2002-10-01,Black or African American,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
89926,2002,Corvallis,,City,OR,Oregon,Pacific,West,2002-10-01,White,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
85918,2002,Laconia,,City,NH,New Hampshire,New England,Northeast,2002-10-03,Unknown,Not Specified,1,Intimidation,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
88093,2002,Covina,,City,CA,California,Pacific,West,2002-10-03,White,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
87729,2002,Madison,,City,WI,Wisconsin,East North Central,Midwest,2002-10-05,Black or African American,Not Specified,1,Intimidation,1,Restaurant,Anti-Asian,Individual,S,S
89391,2002,Woburn,,City,MA,Massachusetts,New England,Northeast,2002-10-05,White,Not Specified,1,Simple Assault,0,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
84892,2002,Peoria,,County,IL,Illinois,East North Central,Midwest,2002-10-06,White,Not Specified,2,Not Specified;Simple Assault,2,Bar/Nightclub,Anti-Asian,Individual,M,S
84952,2002,Bloomington,,City,IN,Indiana,East North Central,Midwest,2002-10-08,White,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
85802,2002,St. Louis,,City,MO,Missouri,West North Central,Midwest,2002-10-09,Black or African American,Not Specified,1,Simple Assault,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
83995,2002,Walnut,,City,CA,California,Pacific,West,2002-10-09,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
83940,2002,Los Angeles,,City,CA,California,Pacific,West,2002-10-16,Unknown,Not Specified,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
84310,2002,San Francisco,,City,CA,California,Pacific,West,2002-10-17,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
90517,2002,San Francisco,,City,CA,California,Pacific,West,2002-10-18,White,Not Specified,1,Robbery,1,Residence/Home,Anti-Asian,Individual,S,S
90528,2002,San Francisco,,City,CA,California,Pacific,West,2002-10-18,Black or African American,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
84024,2002,Orange,,County,CA,California,Pacific,West,2002-10-24,White,Not Specified,2,Simple Assault,2,Jail/Prison/Penitentiary/Corrections Facility,Anti-Asian,Individual,S,S
89558,2002,Elkton,,City,MI,Michigan,East North Central,Midwest,2002-10-25,White,Not Specified,1,Intimidation,0,Other/Unknown,Anti-Asian,Individual,S,S
83629,2002,Pleasanton,,City,CA,California,Pacific,West,2002-10-25,Unknown,Not Specified,1,Intimidation,1,Commercial/Office Building,Anti-Asian,Individual,S,S
89027,2002,Edison Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,2002-10-26,Black or African American,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
88697,2002,Florence,,City,TX,Texas,West South Central,South,2002-10-26,White,Not Specified,1,Simple Assault,1,Service/Gas Station,Anti-Asian,Individual,S,S
87740,2002,Tomahawk,,City,WI,Wisconsin,East North Central,Midwest,2002-10-30,White,Not Specified,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
88971,2002,Manassas,,City,VA,Virginia,South Atlantic,South,2002-10-31,Black or African American,Not Specified,1,All Other Larceny,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
84953,2002,Bloomington,,City,IN,Indiana,East North Central,Midwest,2002-11-02,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
89291,2002,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,2002-11-02,White,Not Specified,1,Simple Assault,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
90524,2002,San Francisco,,City,CA,California,Pacific,West,2002-11-03,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
87734,2002,Madison,,City,WI,Wisconsin,East North Central,Midwest,2002-11-06,Black or African American,Not Specified,6,Intimidation,6,School/College,Anti-Asian,Individual,S,S
90491,2002,Orange,,County,CA,California,Pacific,West,2002-11-07,White,Not Specified,1,Aggravated Assault,1,Jail/Prison/Penitentiary/Corrections Facility,Anti-Asian,Individual,S,S
88443,2002,Lincoln,,City,NB,Nebraska,West North Central,Midwest,2002-11-09,American Indian or Alaska Native,Not Specified,1,Aggravated Assault,1,Residence/Home,Anti-Asian,Individual,S,S
85005,2002,Pittsburg,,City,KS,Kansas,West North Central,Midwest,2002-11-10,American Indian or Alaska Native,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Individual,S,S
89942,2002,Rochester,,City,MN,Minnesota,West North Central,Midwest,2002-11-11,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Other/Unknown,Anti-Asian,Individual,S,S
88581,2002,Las Vegas Metropolitan Police Department,,City,NV,Nevada,Mountain,West,2002-11-22,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
85355,2002,Brockton,,City,MA,Massachusetts,New England,Northeast,2002-11-23,White,Not Specified,1,Prostitution,0,Other/Unknown,Anti-Asian,Society/Public,S,S
84321,2002,San Francisco,,City,CA,California,Pacific,West,2002-11-23,Unknown,Not Specified,1,Intimidation,1,Department/Discount Store,Anti-Asian,Individual,S,S
87265,2002,Sachse,,City,TX,Texas,West South Central,South,2002-11-24,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property,2,Residence/Home,Anti-Asian,Individual,S,S
89499,2002,Worcester,,City,MA,Massachusetts,New England,Northeast,2002-11-25,Unknown,Not Specified,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
84523,2002,Summit,,County,CO,Colorado,Mountain,West,2002-11-28,White,Not Specified,1,Simple Assault,0,Other/Unknown,Anti-Asian,Individual,S,S
83949,2002,Los Angeles,,City,CA,California,Pacific,West,2002-11-29,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Hotel/Motel/Etc.,Anti-Asian,Business,S,S
85468,2002,Revere,,City,MA,Massachusetts,New England,Northeast,2002-12-01,Unknown,Not Specified,1,Aggravated Assault,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
89475,2002,Boston,,City,MA,Massachusetts,New England,Northeast,2002-12-05,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
85449,2002,Boston,,City,MA,Massachusetts,New England,Northeast,2002-12-07,Unknown,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
88483,2002,Parsippany-Troy Hills Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,2002-12-07,American Indian or Alaska Native,Not Specified,2,Intimidation,2,Restaurant,Anti-Asian,Individual,S,S
87852,2002,Phoenix,,City,AZ,Arizona,Mountain,West,2002-12-07,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
84148,2002,Sacramento,,City,CA,California,Pacific,West,2002-12-07,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
89476,2002,Boston,,City,MA,Massachusetts,New England,Northeast,2002-12-08,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
89899,2002,Princeton,,City,MN,Minnesota,West North Central,Midwest,2002-12-10,White,Not Specified,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
86789,2002,"Miami Township, Clermont County",,City,OH,Ohio,East North Central,Midwest,2002-12-10,White,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
83701,2002,Los Angeles,,County,CA,California,Pacific,West,2002-12-11,White,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
88329,2002,Norfolk,,City,VA,Virginia,South Atlantic,South,2002-12-13,White,Not Specified,5,Simple Assault,0,Construction Site,Anti-Asian,Individual,S,S
88380,2002,SeaTac,,City,WA,Washington,Pacific,West,2002-12-17,Unknown,Not Specified,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
89352,2002,University of Massachusetts:,Amherst,University or College,MA,Massachusetts,New England,Northeast,2002-12-19,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Individual,S,S
90544,2002,San Francisco,,City,CA,California,Pacific,West,2002-12-20,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
87827,2002,Pinole,,City,CA,California,Pacific,West,2002-12-23,Black or African American,Not Specified,1,Simple Assault,1,Bank/Savings and Loan,Anti-Asian,Individual,S,S
89478,2002,Boston,,City,MA,Massachusetts,New England,Northeast,2002-12-26,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
83789,2002,Long Beach,,City,CA,California,Pacific,West,2002-12-28,White,Not Specified,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
96522,2003,National City,,City,CA,California,Pacific,West,2003-01-01,White,Not Specified,1,Burglary/Breaking & Entering,1,Residence/Home,Anti-Asian,Individual,S,S
97189,2003,Portland,,City,OR,Oregon,Pacific,West,2003-01-02,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
94001,2003,New York,,City,NY,New York,Middle Atlantic,Northeast,2003-01-04,Unknown,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
98064,2003,Henrico County Police Department,,County,VA,Virginia,South Atlantic,South,2003-01-13,Black or African American,Not Specified,1,Shoplifting,0,Department/Discount Store,Anti-Asian,Business,S,S
91238,2003,South Lake Tahoe,,City,CA,California,Pacific,West,2003-01-14,White,Not Specified,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
97085,2003,Milpitas,,City,CA,California,Pacific,West,2003-01-19,Black or African American,Not Specified,1,Intimidation,1,Drug Store/Doctor's Office/Hospital,Anti-Asian,Individual,S,S
96416,2003,Augusta,,City,ME,Maine,New England,Northeast,2003-01-21,White,Not Specified,1,Intimidation,1,Convenience Store,Anti-Asian,Individual,S,S
95017,2003,Galveston,,City,TX,Texas,West South Central,South,2003-01-25,Unknown,Not Specified,2,Arson,0,Residence/Home,Anti-Asian,Individual,S,S
92840,2003,St. Mary's College,,University or College,MD,Maryland,South Atlantic,South,2003-01-26,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,School/College,Anti-Asian,Government,S,S
96676,2003,San Francisco,,City,CA,California,Pacific,West,2003-01-28,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property,2,Residence/Home,Anti-Asian,Individual,S,S
95802,2003,Los Angeles,,County,CA,California,Pacific,West,2003-01-31,Black or African American,Not Specified,1,Intimidation,1,Liquor Store,Anti-Asian,Individual,S,S
93570,2003,Reno,,City,NV,Nevada,Mountain,West,2003-01-31,White,Not Specified,2,Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
93407,2003,Washington,,County,MN,Minnesota,West North Central,Midwest,2003-02-03,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
92251,2003,St. Petersburg,,City,FL,Florida,South Atlantic,South,2003-02-03,White,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
97092,2003,San Jose,,City,CA,California,Pacific,West,2003-02-03,White,Not Specified,1,Simple Assault,1,Specialty Store,Anti-Asian,Individual,S,S
92982,2003,Boston,,City,MA,Massachusetts,New England,Northeast,2003-02-07,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
94982,2003,Plano,,City,TX,Texas,West South Central,South,2003-02-09,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
97109,2003,Santa Clara,,City,CA,California,Pacific,West,2003-02-10,White,Not Specified,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
91340,2003,Lakewood,,City,CA,California,Pacific,West,2003-02-11,Unknown,Not Specified,1,Burglary/Breaking & Entering,1,Residence/Home,Anti-Asian,Individual,S,S
91872,2003,Milpitas,,City,CA,California,Pacific,West,2003-02-16,White,Not Specified,2,Aggravated Assault,2,Residence/Home,Anti-Asian,Individual,S,S
93327,2003,Brooklyn Park,,City,MN,Minnesota,West North Central,Midwest,2003-02-19,White,Not Specified,2,Simple Assault,2,Residence/Home,Anti-Asian,Individual,S,S
96258,2003,Des Moines,,County,IA,Iowa,West North Central,Midwest,2003-02-21,White,Not Specified,1,Aggravated Assault,0,Residence/Home,Anti-Asian,Individual,S,S
94814,2003,University of South Carolina:,Columbia,University or College,SC,South Carolina,South Atlantic,South,2003-02-22,Black or African American,Not Specified,1,Aggravated Assault,0,Other/Unknown,Anti-Asian,Individual,S,S
93012,2003,Boston,,City,MA,Massachusetts,New England,Northeast,2003-02-23,Black or African American,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
98243,2003,Raymond,,City,WA,Washington,Pacific,West,2003-02-23,White,Not Specified,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
92352,2003,Chicago,,City,IL,Illinois,East North Central,Midwest,2003-02-24,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property,2,Residence/Home,Anti-Asian,Individual,S,S
95869,2003,Roscommon,,County,MI,Michigan,East North Central,Midwest,2003-02-26,White,Not Specified,1,Aggravated Assault,0,Residence/Home,Anti-Asian,Individual,S,S
97916,2003,Rancho Palos Verdes,,City,CA,California,Pacific,West,2003-02-28,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
98209,2003,King,,County,WA,Washington,Pacific,West,2003-03-02,White,Not Specified,1,Aggravated Assault,1,Bar/Nightclub,Anti-Asian,Individual,S,S
95549,2003,Santa Clarita,,City,CA,California,Pacific,West,2003-03-03,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
96236,2003,Sacramento,,City,CA,California,Pacific,West,2003-03-03,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
96808,2003,San Francisco,,City,CA,California,Pacific,West,2003-03-03,White,Not Specified,1,Aggravated Assault,1,Residence/Home,Anti-Asian,Individual,S,S
92422,2003,Southern Illinois University:,Carbondale,University or College,IL,Illinois,East North Central,Midwest,2003-03-04,Black or African American,Not Specified,1,Robbery,1,School/College,Anti-Asian,Individual,S,S
95027,2003,Harris,,County,TX,Texas,West South Central,South,2003-03-04,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
98409,2003,Harris,,County,TX,Texas,West South Central,South,2003-03-05,White,Not Specified,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
93825,2003,Chester,,City,NJ,New Jersey,Middle Atlantic,Northeast,2003-03-08,White,Not Specified,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
91668,2003,Sacramento,,City,CA,California,Pacific,West,2003-03-11,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
96128,2003,Indianapolis,,City,IN,Indiana,East North Central,Midwest,2003-03-12,Black or African American,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
93651,2003,Evesham Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,2003-03-12,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
97933,2003,University of California:,Los Angeles,University or College,CA,California,Pacific,West,2003-03-13,Black or African American,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
91244,2003,Fresno,,City,CA,California,Pacific,West,2003-03-15,White,Not Specified,2,Intimidation,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
95387,2003,Spokane,,City,WA,Washington,Pacific,West,2003-03-15,White,Not Specified,1,Not Specified,1,Residence/Home,Anti-Asian,Individual,S,S
94751,2003,Brown University,,University or College,RI,Rhode Island,New England,Northeast,2003-03-17,White,Not Specified,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
95978,2003,Northwestern University:,Evanston,University or College,IL,Illinois,East North Central,Midwest,2003-03-18,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property,0,School/College,Anti-Asian,Other,S,S
94653,2003,State College,,City,PA,Pennsylvania,Middle Atlantic,Northeast,2003-03-18,Unknown,Not Specified,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
95873,2003,St. Clair,,County,MI,Michigan,East North Central,Midwest,2003-03-19,White,Not Specified,1,Intimidation,0,Restaurant,Anti-Asian,Individual,S,S
92109,2003,University of Delaware,,University or College,DE,Delaware,South Atlantic,South,2003-03-20,White,Not Specified,1,Intimidation,0,School/College,Anti-Asian,Individual,S,S
93373,2003,St. Paul,,City,MN,Minnesota,West North Central,Midwest,2003-03-21,Asian,Not Specified,3,Aggravated Assault,3,School/College,Anti-Asian,Individual,S,S
97200,2003,Portland,,City,OR,Oregon,Pacific,West,2003-03-21,White,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
94495,2003,Akron,,City,OH,Ohio,East North Central,Midwest,2003-03-25,Black or African American,Not Specified,1,Intimidation,0,Other/Unknown,Anti-Asian,Individual,S,S
92626,2003,Covington,,City,KY,Kentucky,East South Central,South,2003-03-25,White,Not Specified,2,Intimidation,2,Residence/Home,Anti-Asian,Individual,S,S
92430,2003,Lake,,County,IL,Illinois,East North Central,Midwest,2003-03-27,Asian,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Convenience Store,Anti-Asian,Individual,S,S
91976,2003,Marysville,,City,CA,California,Pacific,West,2003-03-27,White,Not Specified,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
91411,2003,Los Angeles,,City,CA,California,Pacific,West,2003-03-28,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
93019,2003,Boston,,City,MA,Massachusetts,New England,Northeast,2003-03-29,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
91956,2003,Ventura,,County,CA,California,Pacific,West,2003-03-30,Unknown,Not Specified,2,Intimidation,2,Residence/Home,Anti-Asian,Individual,S,S
96681,2003,San Francisco,,City,CA,California,Pacific,West,2003-03-30,Black or African American,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
92996,2003,Boston,,City,MA,Massachusetts,New England,Northeast,2003-04-01,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
92973,2003,Northeastern University,,University or College,MA,Massachusetts,New England,Northeast,2003-04-04,White,Not Specified,3,Destruction/Damage/Vandalism of Property,3,School/College,Anti-Asian,Individual,S,S
94003,2003,New York,,City,NY,New York,Middle Atlantic,Northeast,2003-04-04,Black or African American,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
94547,2003,Portland,,City,OR,Oregon,Pacific,West,2003-04-07,Black or African American,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
95566,2003,Burbank,,City,CA,California,Pacific,West,2003-04-08,White,Not Specified,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
95001,2003,Ferris,,City,TX,Texas,West South Central,South,2003-04-09,Black or African American,Not Specified,1,Robbery,1,Convenience Store,Anti-Asian,Individual,S,S
96995,2003,Springfield,,City,MA,Massachusetts,New England,Northeast,2003-04-10,Unknown,Not Specified,1,Arson,0,Government/Public Building,Anti-Asian,Government,S,S
94649,2003,State College,,City,PA,Pennsylvania,Middle Atlantic,Northeast,2003-04-10,White,Not Specified,2,Intimidation;Simple Assault,1,Residence/Home,Anti-Asian,Individual,M,S
96146,2003,Mankato,,City,MN,Minnesota,West North Central,Midwest,2003-04-11,Unknown,Not Specified,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
